item_name_original,item_name_english,category_standardized
和風鱈魚肝,,Sides & Accompaniments
麻香水蓮,,Sides & Accompaniments
辣炒鳳螺,,Sides & Accompaniments
五味章魚,,Sides & Accompaniments
三彩碧玉筍,,Sides & Accompaniments
撈汁海鮮,,Sides & Accompaniments
綜合炒鮮菇,,Sides & Accompaniments
塔香海香菇,,Sides & Accompaniments
豆豉鮮蚵,,Sides & Accompaniments
客家醃雞,,Sides & Accompaniments
蒜泥白肉,,Pasta / Noodles / Rice
紅燒魚翅唇,,Pasta / Noodles / Rice
肉絲炒飯,,Pasta / Noodles / Rice
海鮮炒麵,,Mains
金沙吻魚炒飯,,Mains
蛋酥白菜滷,,Mains
麻辣鴨血,,Mains
客家貓耳朵,,Mains
福菜燜筍,,Mains
麻辣臭豆腐,,Mains
蔥薑白灼蝦,,Mains
麻辣雙色,,Mains
蚵仔酥,,Beverages (Non-Alcoholic)
川味水煮牛,,Beverages (Non-Alcoholic)
炙燒豬腳,,Beverages (Non-Alcoholic)
泰式荷包蛋,,Beverages (Non-Alcoholic)
麻油腰花,,Beverages (Non-Alcoholic)
招牌肉醬,Bolognese (beef),Pasta / Noodles / Rice
清炒蔬食麵,Spaghetti Fry Vegan,Pasta / Noodles / Rice
紅茄雞柳,Tomato Chicken,Pasta / Noodles / Rice
紅醬蘑菇麵,Spaghettii Marinara Mushroom,Pasta / Noodles / Rice
墨西哥辣味牛肉,Mexican spicy Beef,Pasta / Noodles / Rice
牛肝菌野菇飯,Risotto with Porcini Mushrooms with Parmesan Wafer,Pasta / Noodles / Rice
紅茄海鮮總匯,Mixed Seafood with Tomato,Pasta / Noodles / Rice
白酒蛤蜊麵,Spaghetti with white wine and clam,Pasta / Noodles / Rice
辣味雞柳麵,Spaghetti with chicken in spicy sauce,Pasta / Noodles / Rice
培根蛋奶,Carbonara,Pasta / Noodles / Rice
干貝XO醬麵,Spaghetti Scallops in XO sauce,Pasta / Noodles / Rice
奶油雞柳,Butter Chicken,Pasta / Noodles / Rice
辣味鴨胸麵,Spaghettil Duck breast in spicy sauce,Pasta / Noodles / Rice
奶油蟹肉,Butter Crab meat,Pasta / Noodles / Rice
辣味牛肉麵,Spaghetti Beef in spicy sauce,Pasta / Noodles / Rice
辣味奶油海鮮,Butter Seafood in spicy sauce,Pasta / Noodles / Rice
奶油海鮮總匯,Butter Mixed Seafood,Pasta / Noodles / Rice
黃金薯條,French fries,Pasta / Noodles / Rice
法式麵包,French bread,Pasta / Noodles / Rice
奶油鮮蝦明太子,Butter Shrimp with Cod roe,Pasta / Noodles / Rice
麥克雞塊,Chicken nuggets,Pasta / Noodles / Rice
玉米濃湯,Corn chowder,Pasta / Noodles / Rice
蛤蜊清湯,Clams soup,Pasta / Noodles / Rice
青醬雞柳,Chicken,Pasta / Noodles / Rice
青醬蛤蜊,Clams,Pasta / Noodles / Rice
可口可樂,,Pasta / Noodles / Rice
青醬海鮮總匯,Mixed Seafood,Pasta / Noodles / Rice
美式咖啡,,Other
原味拿鐵,,Other
卡布奇諾,,Other
摩卡,,Other
焦糖瑪奇朵,,Other
肉桂可可拿鐵,,Other
黑糖鮮奶,,Other
抹茶鮮奶,,Other
桂花烏龍奶茶,,Other
烏瓦鮮奶茶,,Other
錫蘭鮮奶茶,,Other
紅玉鮮奶茶,,Other
每日新鮮果汁,,Other
水果茶,,Other
檸檬伯爵蘋果茶,,Other
煙燻大蒜奶油炙烤蝦義大利麵,Garlic Butter Grilled Shrimp pasta,Other
煙燻培根奶油義大利麵,Bacon Cream Pasta,Other
黑松露醬佐野菇起司義大利麵,Mushroom cream with truffle pasta,Other
清炒漁港海鮮義大利麵,Seafood Pasta,Other
蒜香辣椒雞肉義大利麵,Garlic chili chicken pasta.,Other
舒肥櫻桃鴨胸義大利麵,Sous vide duck breast plate,Other
清蒸鱈魚,,Mains
豆酥鱈魚,,Mains
酥炸鱈魚,,Mains
水煮鱈魚,,Mains
鳳梨蝦球,,Mains
糖醋鱈魚,,Mains
金沙四季蝦球,,Mains
剁椒鱈魚,,Mains
川燙白灼蝦,,Mains
椒鹽鹹酥白蝦,,Mains
糖醋鱸魚片,,Mains
泰 泰式風味鮮蝦,,Mains
泰式風味鱸魚片,,Mains
港 港式避風塘蝦,,Mains
紅燒閟鱸魚,,Mains
糖醋醬鱸魚,,Mains
豆瓣鮮鱸魚,,Mains
福菜香鱸魚,,Mains
蒜子蒸鱸魚,,Mains
麻婆淋鱸魚,,Mains
水煮辣鱸魚,,Mains
天食白斬雞,,Mains
筍干焢肉,,Mains
天食甘蔗雞,,Mains
梅干扣肉掛包(十人份),,Mains
客家小炒,,Mains
辣味口水雞,,Mains
臭豆腐干鍋雞,,Mains
薑絲大腸,,Mains
五更腸旺,,Mains
塔香三杯雞,,Mains
脆皮肥腸,,Mains
飄香腐乳雞,,Mains
宮保雞丁,,Mains
蒜泥白肉,,Mains
水煮松板肉,,Mains
XO醬爆雞丁,,Mains
蒜苗松板肉,,Mains
豆鼓松板肉,,Mains
宮保松板肉,,Mains
碳烤鹹豬肉,,Mains
雞排,,Other
魷魚酥,,Other
希範,,Other
雞軟骨,,Other
三角骨,,Other
貢丸,,Other
百頁豆腐,,Other
蘿蔔糕,,Other
杏鮑菇,,Other
天婦羅,,Other
高麗菜,,Other
花 菜,,Other
腸 米,,Other
青椒,,Other
雞脖子,,Other
銀絲捲,,Other
四季豆,,Other
小黃瓜,,Other
豆 千,,Other
芋 簽 簽,,Other
茄子,,Other
玉 米,,Other
米 血,,Other
玉米筍,,Other
豆 包,,Other
柳葉魚,,Other
花枝丸,,Other
地 瓜,,Other
可樂餅,,Other
薯條,,Other
魚板,,Other
甜不辣,,Other
熱狗,,Other
熱狗,,Other
雞翅 翅,,Other
雞 皮,,Other
薯餅,,Other
雞 胗,,Other
芋餅,,Other
雞屁股 股,,Other
雞塊,,Other
雞心,,Other
煎餃,,Other
蝦 捲,,Other
清蒸總統魚,,Mains
三杯雞,,Mains
蔥花煎蛋,,Mains
清蒸魚,,Mains
炒羊肉,,Mains
甘蔗筍,,Mains
豆瓣魚,,Mains
鹽酥白蝦,,Mains
鮮炒香菇,,Mains
紅燒黃金魚塊,,Mains
蔥香三層肉,,Mains
家常豆腐,,Mains
糖醋黃金魚塊,,Mains
客家小炒,,Mains
麻婆豆腐,,Mains
啤酒蝦,,Mains
麻油腰內肉,,Mains
鐵板豆腐,,Mains
鹽酥潭蝦,,Mains
五更腸旺,,Mains
空心菜,,Mains
糖醋魚,,Mains
蔥油雞,,Mains
龍鬚菜,,Mains
招牌豬腳,,Mains
高麗菜,,Mains
砂鍋魚頭,,Mains
炒花枝,,Mains
鮮炒杏鮑菇,,Mains
老菜脯雞湯,,Mains
炒雙鮮,,Mains
杏鮑菇炒香菇,,Mains
剝皮辣椒雞湯,,Mains
鹽酥中卷,,Mains
苦瓜鹹蛋,,Mains
香菇雞湯,,Mains
三杯中卷,,Mains
麻油腰花,,Mains
醬筍雞湯,,Mains
鳳梨蝦球,,Mains
麻油山豬肉,,Mains
蒜頭雞湯,,Mains
麻油松阪豬,,Mains
蔥爆松阪豬,,Mains
蔥爆牛肉,,Pasta / Noodles / Rice
蛤仔湯,,Pasta / Noodles / Rice
肉絲炒飯,,Pasta / Noodles / Rice
炒牛肉,,Pasta / Noodles / Rice
金針湯,,Pasta / Noodles / Rice
肉絲炒麵,,Pasta / Noodles / Rice
薑絲大腸,,Pasta / Noodles / Rice
香菇湯,,Pasta / Noodles / Rice
牛肉炒飯,,Pasta / Noodles / Rice
炒蛤仔,,Pasta / Noodles / Rice
豬肚湯,,Pasta / Noodles / Rice
牛肉炒麵,,Pasta / Noodles / Rice
沙茶山豬肉,,Pasta / Noodles / Rice
鮮魚湯,,Pasta / Noodles / Rice
白飯,,Pasta / Noodles / Rice
蔥爆鹹豬肉,,Pasta / Noodles / Rice
三杯豬肚,,Pasta / Noodles / Rice
三杯杏鮑菇,,Pasta / Noodles / Rice
香Q白米飯,,Mains
鮮芹爆雙鮮,,Mains
蒜泥粉絲海大蝦,,Mains
泰式椒麻雞,,Mains
宮保雞腿丁,,Mains
素食蛋炒飯,,Mains
肉醬粉絲海大蝦,,Mains
XO醬爆雙鮮,,Mains
上海菜香飯,,Mains
茄汁雞腿丁,,Mains
沙茶爆雙鮮,,Mains
香蒜奶油焗烤蝦,,Mains
XO醬蛋炒飯,,Mains
三杯雞腿丁,,Mains
蔥燒紅尾蝦,,Mains
酥炸椒鹽軟殼蟹,,Mains
牛肉蛋炒飯,,Mains
白灼紅尾蝦,,Mains
焗烤香雞腿,,Mains
風味海鮮什錦羹,,Mains
果律鮮蝦球,,Mains
芙蓉翡翠海鮮羹,,Mains
泰式鮮蝦球,,Sides & Accompaniments
田園煙燻甘蔗雞,,Sides & Accompaniments
原味烤五花,,Sides & Accompaniments
胡麻鮮蝦球,,Sides & Accompaniments
干貝白玉燉雞鍋,,Sides & Accompaniments
季節鮮時蔬,,Sides & Accompaniments
原味松阪豬,,Sides & Accompaniments
麻油紅尾蝦,,Sides & Accompaniments
麻油山泉鱘龍魚,,Sides & Accompaniments
清炒鮮蘆筍,,Sides & Accompaniments
九轉燒肥腸,,Sides & Accompaniments
避風塘白蝦,,Sides & Accompaniments
三杯山泉鱘龍魚,,Sides & Accompaniments
薑絲炒鮮菇,,Sides & Accompaniments
麻油松阪豬,,Sides & Accompaniments
椒鹽酥龍珠,,Sides & Accompaniments
玉露山泉鱘龍魚,,Sides & Accompaniments
清炒青花椰,,Sides & Accompaniments
四季酥肥腸,,Sides & Accompaniments
四季酥魚皮,,Sides & Accompaniments
山泉鱘魚米粉鍋,,Sides & Accompaniments
清炒綠絲瓜,,Sides & Accompaniments
麻辣燒肥腸,,Sides & Accompaniments
玉露蒸鱸魚,,Sides & Accompaniments
山泉鱘魚涮涮鍋,,Sides & Accompaniments
橙汁嫩子排,,Sides & Accompaniments
蛤仔燴絲瓜,,Sides & Accompaniments
豆瓣鮮鱸魚,,Sides & Accompaniments
火烤澳洲嫩煎牛,,Sides & Accompaniments
焗烤什錦菇,,Sides & Accompaniments
椒鹽嫩子排,,Sides & Accompaniments
樹子蒸鱸魚,,Sides & Accompaniments
焗烤南瓜海鮮,,Sides & Accompaniments
辰心原味蛋,,Sides & Accompaniments
XO醬嫩子排,,Sides & Accompaniments
梅汁香酥魚,,Sides & Accompaniments
辰心起司蛋,,Sides & Accompaniments
蔥爆松阪豬,,Sides & Accompaniments
豆瓣香酥魚,,Sides & Accompaniments
辰心青蔥蛋,,Sides & Accompaniments
麻辣松阪豬,,Sides & Accompaniments
火烤鮮鱸魚,,Sides & Accompaniments
鹹蛋燴松阪,,Sides & Accompaniments
辰心蝦仁蛋,,Sides & Accompaniments
玉露蒸鱈魚,,Sides & Accompaniments
紅燒蛋豆腐,,Sides & Accompaniments
松阪炒蘆筍,,Sides & Accompaniments
樹子蒸鱈魚,,Sides & Accompaniments
泰式蛋豆腐,,Sides & Accompaniments
德國香豬腳,,Sides & Accompaniments
豆酥鱈魚排,,Sides & Accompaniments
玉露蒸石斑·,,Sides & Accompaniments
蔬果沙拉盤,,Other
日式奶油牛,,Other
彩椒豆酥牛,,Soups
豆腐蛤仔湯,,Soups
魚蛋沙拉盤,,Soups
蔥爆牛肉片,,Soups
番茄養生湯,,Soups
櫻桃鴨沙拉,,Soups
沙茶牛肉片,,Soups
虱目魚皮湯,,Soups
中卷沙拉盤,,Soups
青江炒牛肉,,Soups
素齋什錦鍋,,Soups
五香牛腱心,,Soups
苦瓜炒牛肉,,Soups
九尾雞湯鍋,,Soups
蛤蜊炒牛肉,,Soups
巴西蘑菇雞,,Soups
麻辣水煮牛,,Soups
剝皮辣椒雞,,Soups
麻油雞湯鍋,,Soups
砂鍋鮭魚頭,,Soups
薑絲鱸魚湯,,Soups
味噌鱸魚湯,,Soups
豆腐湯,,Soups
黃麵,,Soups
豬血湯,,Soups
白麵,,Soups
豆枝筍絲湯,,Soups
薏仁湯,,Soups
米粉,,Soups
肉羹湯,,Soups
四神湯,,Soups
粿仔條,,Soups
大腸豬血湯,,Soups
米糕,,Soups
大腸,,Sides & Accompaniments
涼麵,,Sides & Accompaniments
黃麵,,Sides & Accompaniments
豬皮,,Sides & Accompaniments
白麵,,Other
米粉,,Other
油豆腐,,Other
粿仔,,Other
豆干,,Other
黃麵,,Other
隔間肉,,Other
白麵,,Pasta / Noodles / Rice
豬耳朵,,Pasta / Noodles / Rice
米粉,,Pasta / Noodles / Rice
豬頭皮,,Pasta / Noodles / Rice
粿仔,,Pasta / Noodles / Rice
皮蛋豆腐,,Pasta / Noodles / Rice
滷蛋,,Pasta / Noodles / Rice
野生烏魚子,,Mains
紅蟳米糕(小),,Mains
手工蝦棗,,Mains
紅蟳米糕(大),,Mains
手工粉腸,,Mains
自製蝦丸,,Mains
手工豬肝捲,,Mains
五味九孔鮑,,Mains
雪幸子,,Mains
彩椒海蜇,,Mains
白灼猪心,,Mains
川燙軟糖,,Mains
鹽水活蝦,,Mains
白斬雞,,Mains
白斬玉米雞,,Mains
煙燻鴨,,Mains
大腿,,Mains
五味冰鬯,,Mains
滷豬腳,,Mains
五品拼盤,,Mains
六品拼盤,,Mains
烏魚子拼盤,,Mains
虱目魚一夜干,,Other
龍膽石斑,,Other
皇蝦醬深海魷魚義大利麵,,Other
皇蝦醬深海魷魚焗飯,,Other
皇蝦醬深海王者三拼焗飯,,Other
皇蝦醬蛤蠣,,Other
皇蝦醬經典海鮮,,Other
皇蝦醬滿滿蛤蠣,,Other
生魚片,,Soups
泰式中卷,,Soups
鮮魚米粉鍋,,Soups
泰式松板肉,,Soups
鮮蝦粉絲煲,,Soups
白斬土雞,,Soups
鮮魚味噌湯,,Soups
白灼沙蝦,,Soups
魚頭火鍋,,Soups
五味鮑魚,,Soups
羊肉爐,,Soups
菇菇,,Soups
干貝海鮮粥,,Soups
海鮮豆腐煲,,Soups
黃金麻辣湯,,Set Meals & Combos
私房老火湯,,Set Meals & Combos
蜀風藥膳湯,,Set Meals & Combos
麻辣乾拌,,Set Meals & Combos
蒜香乾拌,,Set Meals & Combos
寬冬粉,,Snacks & Small Bites
牛肉片,,Snacks & Small Bites
雞絲麵,,Snacks & Small Bites
香滷大腸,,Snacks & Small Bites
麻辣鴨血,,Snacks & Small Bites
豬肉片,,Other
寬冬粉,,Other
蒸煮麵,,Other
雞肉片,,Other
王子麵,,Mains
鍋燒意麵,,Mains
麻辣豆腐,,Mains
秘滷牛肚,,Mains
羊肉片,,Mains
張君雅,,Mains
五木拉麵,,Mains
鮮魚片,,Mains
烏龍麵,,Mains
牛腱肉,,Mains
招牌雙饗,,Mains
粿仔條,,Mains
韓國Q拉麵,,Mains
刀削麵,,Mains
牛筋,,Mains
豬軟骨,,Mains
王子寬麵,,Mains
韓國Q冬粉,,Mains
白蘿蔔,,Mains
鳥蛋 圖,,Mains
米血糕,,Mains
水蓮,,Mains
花椰菜,,Mains
洋蔥,,Mains
角羅,,Mains
小黃瓜,,Mains
雞,,Mains
起司,,Mains
大豆干,,Mains
玉米筍 圖,,Mains
空心菜,,Mains
茼蒿,,Other
馬鈴薯,,Sides & Accompaniments
大豆皮,,Sides & Accompaniments
娃娃菜,,Sides & Accompaniments
海帶串,,Sides & Accompaniments
芋粿,,Sides & Accompaniments
蒟蒻絲圜,,Sides & Accompaniments
菠菜,,Sides & Accompaniments
美白菇,,Sides & Accompaniments
地瓜葉,,Sides & Accompaniments
小白菜,,Sides & Accompaniments
大陸妹,,Sides & Accompaniments
青江菜,,Sides & Accompaniments
高麗菜,,Sides & Accompaniments
木耳,,Sides & Accompaniments
絲瓜,,Sides & Accompaniments
香菇,,Sides & Accompaniments
鴻喜菇,,Sides & Accompaniments
金針菇,,Sides & Accompaniments
杏鮑菇,,Sides & Accompaniments
秀珍菇,,Sides & Accompaniments
黑輪,,Sides & Accompaniments
麵輪,,Sides & Accompaniments
小年糕 圖,,Sides & Accompaniments
泡菜,,Sides & Accompaniments
脆腸,,Sides & Accompaniments
糯米腸,,Sides & Accompaniments
花干,,Sides & Accompaniments
板,,Sides & Accompaniments
溏心蛋,,Sides & Accompaniments
鴨胗,,Sides & Accompaniments
生豆包,,Sides & Accompaniments
百頁豆腐,,Sides & Accompaniments
四角油豆腐,,Sides & Accompaniments
老油條,,Sides & Accompaniments
炸豆包,,Sides & Accompaniments
三杯中卷,,Salads & Cold Dishes
藥膳甲魚豬肚雞湯,,Salads & Cold Dishes
鹹蛋苦瓜,,Salads & Cold Dishes
綜合生魚片,,Salads & Cold Dishes
三杯花生,,Salads & Cold Dishes
天麻人蔘雞湯,,Salads & Cold Dishes
豆鼓過貓,,Salads & Cold Dishes
涼拌過貓,,Salads & Cold Dishes
鐵板豆腐,,Salads & Cold Dishes
淮山蓮子雞湯,,Salads & Cold Dishes
苦瓜魯,,Salads & Cold Dishes
(花生美乃滋),,Salads & Cold Dishes
鳳梨苦瓜雞湯,,Salads & Cold Dishes
甘蔗筍,,Salads & Cold Dishes
冷筍,,Salads & Cold Dishes
何首烏雞湯,,Salads & Cold Dishes
和風沙拉,,Salads & Cold Dishes
地瓜葉,,Salads & Cold Dishes
金線蓮雞湯,,Salads & Cold Dishes
凱薩沙拉,,Salads & Cold Dishes
高麗菜,,Salads & Cold Dishes
九尾草雞湯,,Salads & Cold Dishes
泰式中卷,,Salads & Cold Dishes
山蘇,,Salads & Cold Dishes
麻竹筍雞湯,,Breakfast & Brunch
冰卷,,Breakfast & Brunch
水蓮,,Breakfast & Brunch
燒酒雞湯,,Breakfast & Brunch
麻油松阪肉,,Breakfast & Brunch
小蜂王烘蛋,,Breakfast & Brunch
六菇雞湯,,Breakfast & Brunch
麻油雞佛,,Breakfast & Brunch
九層塔烘蛋,,Mains
悶筍,,Mains
蔥爆牛肉,,Mains
醬筍烘蛋,,Mains
刈菜雞湯,,Mains
蔥爆魷魚,,Mains
菜脯烘蛋,,Mains
黃金翅包飯,,Mains
五更腸旺,,Mains
烤松阪肉,,Mains
紅燒茄子,,Mains
烤味香腸,,Snacks & Small Bites
鹽烤龍鱈,,Other
酥炸肥腸,,Other
水針魚干,,Other
櫻花蝦炒飯,,Other
酥炸蚵酥,,Other
烤鯖魚,,Mains
鳳梨炒飯,,Mains
酥炸溪蝦,,Mains
桂花豬肋排,,Mains
鮭魚炒飯,,Mains
月亮蝦餅,,Mains
豆鼓午仔魚,,Mains
烤黑豬肉,,Mains
松阪麵線,,Mains
鳳梨蝦球,,Mains
糖醋黃魚,,Mains
雞佛麵線,,Mains
金沙南瓜,,Mains
鹽焗蝦,,Mains
菜頭粿,,Mains
泰式椒麻雞,,Mains
烤大蝦,,Mains
炒麵,,Mains
香酥芝麻球,,Mains
白酌蝦,,Mains
脆皮雞,,Mains
香酥地瓜球,,Mains
鹽酥比目魚,,Mains
黃金蟹鉗,,Mains
乾式咖哩飯,,Other
日式咖哩飯,,Other
綜合咖哩飯,,Other
豬肉起司漢堡排咖哩飯,,Other
照燒月見起司漢堡排飯,,Other
泰式月見起司漢堡排飯,,Other
炸漢堡排咖哩飯,,Other
雙堡排咖哩飯,,Other
炸蝦咖哩飯,,Other
唐揚雞咖哩飯,,Other
炸雞排咖哩飯,,Other
腰內豬排咖哩飯,,Other
德國香腸咖哩飯,,Other
招牌肉絲蛋炒飯,,Mains
鮭魚蒸飯,,Mains
菜脯蛋炒飯,,Mains
鮭魚卵蒸飯,,Mains
榨菜肉絲炒飯,,Mains
干貝蒸飯,,Mains
高麗菜炒飯,,Mains
海鰻蒸飯,,Mains
鳳梨蝦仁蛋炒飯,,Mains
雞汁麵線,,Mains
咖哩肉絲蛋炒飯,,Mains
麻油麵線,,Mains
鹹豬肉炒飯,,Mains
金瓜米粉,,Mains
吻仔魚鳳梨炒飯,,Mains
海鰻鮭魚卵蒸飯,,Mains
叉燒肉炒飯,,Mains
櫻花蝦炒飯,,Mains
時蔬菇蛋炒飯,,Mains
鮭魚鬆炒飯,,Mains
韓國泡菜蛋炒飯,,Mains
松阪肉蛋炒飯,,Mains
羊肉蛋炒飯,,Mains
蚵仔雞汁麵線,,Mains
牛肉蛋炒飯,,Mains
菜頭粿,,Mains
海賊飯捲,,Other
肉絲炒麵,,Soups
人蔘雞湯,,Soups
榨菜肉絲炒麵,,Soups
蝦仁炒麵,,Soups
苦瓜雞湯,,Soups
香菇雞湯,,Soups
「咖哩肉絲炒麵,,Soups
山藥排骨湯,,Soups
時蔬菇炒麵,,Soups
金針排骨湯,,Soups
韓國泡菜炒麵,,Soups
酸菜豬肚湯,,Soups
花枝炒麵,,Soups
羊肉炒麵,,Soups
牛肉炒麵,,Soups
海鮮什錦炒麵,,Soups
香椿綜合蔬菜,,Pasta / Noodles / Rice
Page6經典肉醬,,Pasta / Noodles / Rice
茄汁海鮮總匯,,Pasta / Noodles / Rice
奶油野菇雞肉,,Pasta / Noodles / Rice
蕃茄蔬菜牛肉,,Pasta / Noodles / Rice
辣味培根雞肉,,Pasta / Noodles / Rice
茄汁無骨豬肋,,Pasta / Noodles / Rice
茄汁綜合香腸,,Pasta / Noodles / Rice
青醬牛肉,,Pasta / Noodles / Rice
奶油海鮮總匯,,Pasta / Noodles / Rice
奶油蔬菜總匯,,Pasta / Noodles / Rice
紅咖哩牛腩燒起司蛋飯,,Pasta / Noodles / Rice
奶油野菇雞肉,,Pasta / Noodles / Rice
奶油培根雞肉,,Pasta / Noodles / Rice
奶油白酒蛤蜊,,Pasta / Noodles / Rice
奶油海鮮總匯,,Salads & Cold Dishes
蒜香麵包,,Salads & Cold Dishes
奶油鮮蔬鮭魚,,Salads & Cold Dishes
今日濃湯,,Salads & Cold Dishes
奶油燻肉鮮蝦,,Salads & Cold Dishes
脆皮薯條,,Salads & Cold Dishes
奶油干貝蝦仁,,Salads & Cold Dishes
黃金薯條(地瓜),,Salads & Cold Dishes
黃金洋蔥圈,,Pasta / Noodles / Rice
青醬綜合燻肉,,Pasta / Noodles / Rice
辣味雞米花,,Pasta / Noodles / Rice
青醬雞肉,,Pasta / Noodles / Rice
香檸雞柳條,,Pasta / Noodles / Rice
青醬蛤蜊,,Pasta / Noodles / Rice
辣炒橄欖雞丁,,Pasta / Noodles / Rice
青醬海鮮總匯,,Pasta / Noodles / Rice
酥炸總匯拼盤,,Pasta / Noodles / Rice
青醬白酒軟絲,,Pasta / Noodles / Rice
雞肉凱薩沙拉,,Pasta / Noodles / Rice
青醬干貝蝦仁,,Pasta / Noodles / Rice
阿薩姆紅茶,,Beverages (Non-Alcoholic)
特調青茶,,Pasta / Noodles / Rice
香椿綜合蔬菜,,Pasta / Noodles / Rice
梅果青茶,,Pasta / Noodles / Rice
義式辣味雞肉,,Pasta / Noodles / Rice
青蘋果醋汁,,Pasta / Noodles / Rice
蒜香白酒花枝,,Pasta / Noodles / Rice
桂花釀梅子汁,,Pasta / Noodles / Rice
香辣海鮮總匯,,Pasta / Noodles / Rice
檸檬蜜,,Pasta / Noodles / Rice
泡菜海鮮總匯,,Pasta / Noodles / Rice
瑪琪朵紅茶,,Pasta / Noodles / Rice
西班牙辣味牛肉,,Pasta / Noodles / Rice
瑪琪朵青茶,,Pasta / Noodles / Rice
清炒蒜片牛肉,,Pasta / Noodles / Rice
水果茶,,Pasta / Noodles / Rice
辣味奶油軟絲,,Pasta / Noodles / Rice
Page6特調焦糖奶茶,,Pasta / Noodles / Rice
Blue(藍色)飄浮,,Pasta / Noodles / Rice
香辣無骨豬肋,,Pasta / Noodles / Rice
辣味奶油燻肉鮮蝦,,Pasta / Noodles / Rice
小學生巧克力牛奶,,Pasta / Noodles / Rice
花香奶茶,,Pasta / Noodles / Rice
玫瑰奶茶,,Pasta / Noodles / Rice
辣味肉醬飯,,Pasta / Noodles / Rice
薰衣草奶茶,,Pasta / Noodles / Rice
鎦磨菇培根雞肉飯,,Pasta / Noodles / Rice
韓柚冰茶,,Pasta / Noodles / Rice
蘿勒海鮮飯,,Pasta / Noodles / Rice
紅咖哩牛肉飯,,Pasta / Noodles / Rice
泡菜奶油海鮮飯,,Pasta / Noodles / Rice
法式經典布蕾,,Set Meals & Combos
法式經典布蕾,,Set Meals & Combos
手感義式餐包,,Set Meals & Combos
蒜香香酥麵包,,Set Meals & Combos
奶香雞肉濃湯,,Set Meals & Combos
椒鹽酥炸甜不辣,,Set Meals & Combos
黃金酥炸嫩豆腐,,Set Meals & Combos
脆皮薯條,,Set Meals & Combos
人氣千層蛋糕,,Set Meals & Combos
炸品雙拼(脆薯+雞塊),,Set Meals & Combos
番茄肉醬,,Pasta / Noodles / Rice
墨西哥雞肉培根,,Pasta / Noodles / Rice
辣味雞肉培根,,Pasta / Noodles / Rice
墨西哥辣味脆皮炸雞,,Pasta / Noodles / Rice
經典海鮮,,Pasta / Noodles / Rice
墨西哥醬烤雞腿,,Pasta / Noodles / Rice
黃金豬排,,Pasta / Noodles / Rice
皇蝦醬蛤蠣,,Pasta / Noodles / Rice
皇蝦醬經典海鮮,,Pasta / Noodles / Rice
皇蝦醬深海魷魚,,Pasta / Noodles / Rice
雞肉佐骰子起司,,Pasta / Noodles / Rice
皇蝦醬滿滿蛤蠣,,Pasta / Noodles / Rice
雞肉鮮蝦,,Pasta / Noodles / Rice
香酥嫩雞,,Pasta / Noodles / Rice
深海魷魚,,Pasta / Noodles / Rice
蕈菇雞肉,,Pasta / Noodles / Rice
脆皮炸雞,,Pasta / Noodles / Rice
辣味脆皮炸雞,,Pasta / Noodles / Rice
清炒辣蕈菇雞肉,,Pasta / Noodles / Rice
厚切培根,,Pasta / Noodles / Rice
蒜香白酒蛤蠣,,Pasta / Noodles / Rice
蒜香瓦片辣骰子牛肉,,Pasta / Noodles / Rice
醬烤雞腿,,Pasta / Noodles / Rice
滿滿蛤蠣,,Pasta / Noodles / Rice
蒜味奶香菠菜櫻桃鴨,,Pasta / Noodles / Rice
鮮嫩鮭魚蛤蠣,,Pasta / Noodles / Rice
羅勒奶香青醬蛤蠣黃金豬排,,Mains
主廚推薦:奶香厚切培根佐溫泉蛋義大利麵,,Mains
茄香紅醬烤雞腿佐魷魚圈,,Mains
蒜香辣骰子牛佐香酥嫩雞,,Mains
奶香鮮嫩鮭魚佐香酥嫩雞,,Mains
木盆沙拉,,Other
凱薩雞肉沙拉,Caesar chicken salad,Other
農夫水果木盆沙拉,Farmer fruit salad,Other
炙烤牛排佐松露紅酒醋沙拉,Steak salad,Salads & Cold Dishes
松阪豬佐紅酒醋沙拉,Pork neck salad,Salads & Cold Dishes
松阪豬酒醋沙扒,,Salads & Cold Dishes
純鮮牛奶,MILK,Beverages (Non-Alcoholic)
黑糖牛奶,Brown sugar milk,Beverages (Non-Alcoholic)
巧克力可可,Chocolate milk (1/H),Beverages (Non-Alcoholic)
可樂,Cola,Beverages (Non-Alcoholic)
葡萄氣泡蘇打,Grape soda,Beverages (Non-Alcoholic)
香檸氣泡蘇打,Lemon soda,Beverages (Non-Alcoholic)
香柚氣泡蘇打,Shaddock soda,Beverages (Non-Alcoholic)
葡萄柚乳酸氣泡蘇打,,Beverages (Non-Alcoholic)
水果優格冰沙,Fruit Yogurt Smoothie,Beverages (Non-Alcoholic)
100%純果汁,Fresh fruit juice,Beverages (Non-Alcoholic)
雙果檸檬特調,,Beverages (Non-Alcoholic)
烤虱目魚,,Sides & Accompaniments
白斬雞,,Sides & Accompaniments
炒花菜干,,Sides & Accompaniments
水晶魚,,Sides & Accompaniments
金沙南瓜,,Sides & Accompaniments
丁香花生,,Sides & Accompaniments
